szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,Nem,date,expName,psychopyVersion,frameRate,
,,,,,,14.863342151406869,None,22.831161056004476,None,space,0.44733414485335743,22.831161056004476,None,,,,,,,,,,,,,pilot1,nő,2022_Feb_08_1729,alszo_teszt,2021.1.2,59.99533526392304,
gyilonitora,alszo_18,0,0,0,0,,,,,,,,,23.31332576135992,None,29.331227300407136,None,30.330308213746413,None,u,7.232667758506977,30.333126306616577,None,33.31203010792569,None,pilot1,nő,2022_Feb_08_1729,alszo_teszt,2021.1.2,59.99533526392304,
tesilbengecsék,alszo_19,0,1,1,1,,,,,,,,,,,37.60513888621108,None,38.62598746145849,None,u,8.265379742150799,38.62838351839264,None,41.61389309957258,None,pilot1,nő,2022_Feb_08_1729,alszo_teszt,2021.1.2,59.99533526392304,
fortiklempelsz,alszo_20,0,2,2,2,,,,,,,,,,,46.920607793949785,None,47.9293548230592,None,u,21.278886136135043,47.934721272788465,None,50.91289949573411,None,pilot1,nő,2022_Feb_08_1729,alszo_teszt,2021.1.2,59.99533526392304,
,,,,,,,,,,,,,,,,69.25768699426453,None,,,,,,,,,,,,,,,
