szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,10.710846326081082,None,18.674877369776368,None,space,26.00260220025666,18.674877369776368,None,,,,,,,,,,,,,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
gáv,alszo_01,0,0,0,0,,,,,,,,,44.70463363919407,None,50.72261951700784,None,51.71008858734276,54.71060436218977,u,5.4637107057496905,51.70969435409643,None,54.69302621530369,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,57.20381911052391,None,58.21334452552255,None,u,2.7837138406466693,58.21369360038079,None,None,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,61.031374441925436,None,62.0404725323664,None,u,2.541009144857526,62.04035136383027,None,None,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,64.615470884135,None,65.62611126105767,68.62855963688344,u,3.7394901218358427,65.62584267486818,None,68.61093421676196,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,69.3870737797115,None,70.39290753493552,73.39549088804051,u,3.6924418322741985,70.39273162907921,None,73.3778306352906,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,74.11947541730478,None,75.12609477757942,78.13003008067608,u,3.6479786376003176,75.1256709988229,None,78.09587865229696,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,78.80692713335156,None,79.80942097862717,82.81171851581894,u,3.956413224339485,79.80901648220606,None,82.79418919701129,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,83.79788427776657,None,84.80950619464275,87.81200681976043,u,3.276184658985585,84.8088889690116,None,87.79431142308749,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,88.12814630777575,None,89.14206999165472,92.16890975669958,u,3.470651772338897,89.1423693052493,None,92.12419837806374,None,690719,2022_Apr_27_1742,alszo_teszt,2021.1.2,60.01687379919137,
