szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,19.488874326925725,None,27.45814024959691,None,space,21.73386555025354,27.45814024959691,None,,,,,,,,,,,,,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
gáv,alszo_01,0,0,0,0,,,,,,,,,49.212384258629754,None,55.23595427698456,None,56.228357419837266,59.230083076516166,u,3.6033677142113447,56.22835076437332,None,59.21241846936755,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,59.86316072009504,None,60.87389153800905,None,u,2.9731625362765044,60.874584027566016,None,63.84570573223755,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,63.867554634809494,None,64.87646077154204,None,u,2.5710179526358843,64.87672344851308,None,None,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,67.48288774257526,None,68.49310726416297,None,u,2.842904798220843,68.49300917237997,None,None,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,71.36651120451279,None,72.37622160674073,None,u,2.623703876044601,72.37614590744488,None,None,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,75.03253325610422,None,76.04289864026941,79.04572930652648,u,3.2927669594064355,76.04274612222798,None,79.02834180742502,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,79.37791771744378,None,80.37708465266041,83.40209637768567,u,3.0715040573850274,80.37629861221649,None,83.35719341807999,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,83.48564606858417,None,84.49294522916898,87.49574323976412,u,3.57865474303253,84.49311615899205,None,87.47886517085135,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,88.10729076364078,None,89.11054744804278,92.11200999212451,u,3.2815943241585046,89.10984880058095,None,92.09410622040741,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
cselika,alszo_10,0,9,9,9,,,,,,,,,,,92.42747179488651,None,93.42601298284717,None,u,2.7737933218013495,93.42590058455244,None,None,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
hübedin,alszo_11,0,10,10,10,,,,,,,,,,,96.2335548538249,None,97.24294087500311,None,u,2.8608060819096863,97.24256723048165,None,None,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
vazóga,alszo_12,0,11,11,11,,,,,,,,,,,100.13160813297145,None,101.14281572564505,104.14552074484527,u,3.3447161060757935,101.14279787382111,None,104.12822188274004,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
tipebanér,alszo_13,0,12,12,12,,,,,,,,,,,104.51133218221366,None,105.52609552419744,108.52847491856664,u,3.553121956065297,105.52609602175653,None,108.51050272514112,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
limefürék,alszo_14,0,13,13,13,,,,,,,,,,,109.09950375650078,None,110.10926858498715,113.11177238239907,u,3.4022546804044396,110.10920066083781,None,113.0937522938475,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
serkápanta,alszo_15,0,14,14,14,,,,,,,,,,,113.53379998984747,None,114.54271763376892,117.54401036794297,u,3.432238918496296,114.54297533468343,None,117.52562546730042,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
berszidelén,alszo_16,0,15,15,15,,,,,,,,,,,118.00611814064905,None,119.00075182970613,122.01267262478359,u,3.3751030990388244,119.00013466645032,None,121.97869598283432,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
hápamarogány,alszo_17,0,16,16,16,,,,,,,,,,,122.40731850545853,None,123.4093131213449,126.41245946031995,u,3.5739927398972213,123.40913510043174,None,126.39505361160263,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
gyilonitora,alszo_18,0,17,17,17,,,,,,,,,,,127.00731023261324,None,128.00943049555644,131.0259420729708,u,3.3580735696014017,128.00903570256196,None,130.98789838515222,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
tesilbengecsék,alszo_19,0,18,18,18,,,,,,,,,,,131.40125572425313,None,132.39737043133937,135.41212015110068,u,3.625683128135279,132.39738243608736,None,135.37645131675526,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
fortiklempelesz,alszo_20,0,19,19,19,,,,,,,,,,,136.0503872667905,None,137.0592912263237,140.06751756276935,u,3.9884407822974026,137.0588584903162,None,140.03042617999017,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
abalamofálsag,alszo_21,0,20,20,20,,,,,,,,,,,141.08344488148578,None,142.09588748496026,145.11662845429964,u,3.991258510854095,142.09602918010205,None,145.07137125730515,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
sémernyegvőterec,alszo_22,0,21,21,21,,,,,,,,,,,146.1254632459022,None,147.1357452799566,150.1462665409781,u,4.791497115744278,147.13545529637486,None,150.11162745277397,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
hulukatánatalm,alszo_23,0,22,22,22,,,,,,,,,,,151.9582503461279,None,152.9590737076942,155.96187016321346,u,4.312178807100281,152.95902662118897,None,155.94424754218198,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
innécsésziderszil,alszo_24,0,23,23,23,,,,,,,,,,,157.30294530373067,None,158.30902344873175,161.31238873722032,u,4.705816400935873,158.30904291779734,None,161.29467716813087,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
dögeliztetmereni,alszo_25,0,24,24,24,,,,,,,,,,,163.04697333672084,None,164.0590029223822,167.06178476056084,u,4.555890234187245,164.05890078749508,None,167.04412792879157,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
kusztenirselemenég,alszo_26,0,25,25,25,,,,,,,,,,,168.64720951602794,None,169.65888237580657,172.68469525617547,u,5.052259843098,169.65851899445988,None,172.64083790429868,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
intogszocolarásu,alszo_27,0,26,26,26,,,,,,,,,,,174.74444664921612,None,175.73915062611923,178.74608565913513,u,5.9950136160478,175.7396540227346,None,178.71155324648134,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
töminégeveltemérg,alszo_28,0,27,27,27,,,,,,,,,,,181.75901517597958,None,182.76688970066607,185.7784080519341,u,4.759778699604794,182.76685692043975,None,185.7424167029094,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
igyótanumazálubirc,alszo_29,0,28,28,28,,,,,,,,,,,187.55043640593067,None,188.55002382327802,191.5626030212734,u,5.534943564562127,188.55165057932027,None,191.52712359069847,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
polankilimapszilógis,alszo_30,0,29,29,29,,,,,,,,,,,194.11559746414423,None,195.13066652650014,198.13987813494168,u,5.625431834021583,195.13311496470124,None,198.12062334641814,None,664334,2022_Apr_26_1823,alszo_teszt,2021.1.2,59.960130467592165,
