szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,36.3245721469284,None,44.301420433679596,None,space,37.41498732951004,44.301420433679596,None,,,,,,,,,,,,,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
gáv,alszo_01,0,0,0,0,,,,,,,,,81.74848570424365,None,87.77032092248555,None,88.75936219814466,91.76205309771467,u,12.204544691194315,88.75980233604787,None,91.7445424394682,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,101.0044265704928,None,102.00358772093895,105.01398663164582,u,3.3610387154622003,102.0030693335575,None,104.97947101347381,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,105.38706693751737,None,106.38913196548819,109.39655049081193,u,3.087199675559532,106.3892421243363,None,109.36134847899666,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,109.51091885316418,None,110.50950090752448,113.51221357757458,u,3.4784272721153684,110.50958463078132,None,113.49456638703123,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,114.02762959996471,None,115.03500166077865,118.04630778054707,u,3.737845824798569,115.03449975681724,None,118.01196632662322,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,118.80365004687337,None,119.8098430780461,122.8338417269988,u,3.842515727679711,119.80949232372222,None,122.78861811879324,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,123.68599402369,None,124.69468911064322,127.69586602540221,u,3.932851292367559,124.69508664048044,None,127.67852486629272,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,128.65427311934764,None,129.65958755424944,None,u,2.9688693880452774,129.65901785058668,None,132.64265443701296,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,132.6486843136372,None,133.65953530495753,136.66195873799734,u,4.392791342572309,133.65901940566255,None,136.64436659577768,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
cselika,alszo_10,0,9,9,9,,,,,,,,,,,138.09079585591098,None,139.09289820477133,142.09556235763012,u,3.679049225000199,139.09278101712698,None,142.07836208492517,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
hübedin,alszo_11,0,10,10,10,,,,,,,,,,,142.81244627345586,None,143.82647793899523,146.82888271159027,u,4.0658175953431055,143.82602361915633,None,146.81151542783482,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
vazóga,alszo_12,0,11,11,11,,,,,,,,,,,147.92911111551803,None,148.92630918629,151.9286582885543,u,4.981780866568442,148.9259988629492,None,151.91102820343804,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
tipebanér,alszo_13,0,12,12,12,,,,,,,,,,,153.94019697973272,None,154.9426156232599,157.9460271273274,u,5.07703999185469,154.94263465696713,None,157.92804995778715,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
limefürék,alszo_14,0,13,13,13,,,,,,,,,,,160.04669249686413,None,161.0426459154347,164.04500372585608,u,6.864795064670034,161.0428347592242,None,164.02696995297447,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
serkápanta,alszo_15,0,14,14,14,,,,,,,,,,,167.9342374530388,None,168.93835046569583,171.9459997586673,u,5.37001594848698,168.9376843497157,None,171.91160232335096,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
berszidelén,alszo_16,0,15,15,15,,,,,,,,,,,174.33393907238496,None,175.3338314015651,178.34546003618743,u,4.669817898888141,175.33370643871604,None,178.31009225727757,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
hápamarogány,alszo_17,0,16,16,16,,,,,,,,,,,180.037274566188,None,181.03938064714893,184.04617124825018,u,4.163896315090824,181.0398755223723,None,184.0115735240397,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
gyilonitora,alszo_18,0,17,17,17,,,,,,,,,,,185.23710842593573,None,186.24241850667167,189.24512215756113,u,3.5691089882166125,186.24255883332808,None,189.22790166939376,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
tesilbengecsék,alszo_19,0,18,18,18,,,,,,,,,,,189.83620040828828,None,190.84256946978857,193.84438083996065,u,6.088767775625456,190.84263764263596,None,193.82633027259726,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
fortiklempelesz,alszo_20,0,19,19,19,,,,,,,,,,,196.96028993366053,None,197.96378030927153,200.9789360804716,u,5.031383150140755,197.96425776806427,None,200.94388397427974,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
abalamofálsag,alszo_21,0,20,20,20,,,,,,,,,,,203.0311853493331,None,204.04218966731568,207.04611651093,u,6.969028001825791,204.04224975401303,None,207.02854987129103,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
sémernyegvőterec,alszo_22,0,21,21,21,,,,,,,,,,,211.0362967584515,None,212.04692133623175,215.04640543693677,u,8.851977510435972,212.04731046891538,None,215.02948164992267,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
hulukatánatalm,alszo_23,0,22,22,22,,,,,,,,,,,220.92603649490047,None,221.93048663975205,224.94557989848545,u,6.904476829338819,221.93058311427012,None,224.91046496876515,None,801231,2022_Apr_13_1745,alszo_teszt,2021.1.2,59.97545288657637,
,,,,,,,,,,,,,,,,228.87746209127363,None,,,,,,,,,,,,,,
