szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,15.781566644553095,None,23.74247859333991,None,space,17.284863946639234,23.74247859333991,None,,,,,,,,,,,,,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
gáv,alszo_01,0,0,0,0,,,,,,,,,41.05265140158008,None,47.08111356876907,None,48.05077347576444,51.061381383566186,u,4.991725644067628,48.05110662707011,None,51.02667511778418,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,53.069891794235446,None,54.07374760366802,57.076758840994444,u,4.569174299831502,54.07352560647996,None,57.05878882462275,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,58.67985660061822,None,59.690291774846266,62.69331296440214,u,12.376831367961131,59.69025918125408,None,62.67545988687198,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,72.10076644699438,None,73.11074755018635,76.12758214020869,u,4.2037593971181195,73.11108007945586,None,76.09232819010504,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,77.34317319761612,None,78.3518266095576,81.35972533057793,u,4.243725733627798,78.35120030253893,None,81.32475533036632,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,82.6194461826235,None,83.62156159379228,86.62668519440922,u,4.284770955360727,83.62175137060694,None,86.59215464786394,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,87.94557709939545,None,88.95951950577145,91.95998359122314,u,4.210491155565251,88.95998545727343,None,91.9424931484973,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,93.19359007212915,None,94.20664921706484,97.20930279570166,u,4.595888604555512,94.20663963802508,None,97.19208635060932,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,98.82845383216045,None,99.83989667084242,102.84283015626715,u,4.115118201531004,99.83965290311608,None,102.82579160752357,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
cselika,alszo_10,0,9,9,9,,,,,,,,,,,103.9943393515423,None,104.98987135484057,107.9933282659913,u,4.083880913967732,104.99047943679034,None,107.97593516859342,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
hübedin,alszo_11,0,10,10,10,,,,,,,,,,,109.11707568305428,None,110.13109646333905,113.14364132616902,u,3.8874074907798786,110.13127815394546,None,113.10845704175881,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
vazóga,alszo_12,0,11,11,11,,,,,,,,,,,114.050232073816,None,115.05347364335611,118.05961019557435,u,6.595977863733424,115.05429041138268,None,118.02466538696899,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
tipebanér,alszo_13,0,12,12,12,,,,,,,,,,,121.69761357683456,None,122.69456719567242,125.70987069548573,u,4.315698168386007,122.69446773544769,None,125.67508201269084,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
limefürék,alszo_14,0,13,13,13,,,,,,,,,,,127.03016555553768,None,128.03656789480883,131.05611789177055,u,4.28498492858489,128.03714363198378,None,131.0164942855481,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
serkápanta,alszo_15,0,14,14,14,,,,,,,,,,,132.36634761438472,None,133.36104331835813,136.38506933601457,u,4.625171520659933,133.36095754249254,None,136.34205916855717,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
berszidelén,alszo_16,0,15,15,15,,,,,,,,,,,138.01399471785408,None,139.02094847351836,142.03900967730442,u,4.9166418897220865,139.0213855013135,None,142.00022454746068,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
hápamarogány,alszo_17,0,16,16,16,,,,,,,,,,,143.97549136081943,None,144.98334361730085,147.99382494503516,u,4.4749075996514875,144.9834876760142,None,147.9584873339045,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
gyilonitora,alszo_18,0,17,17,17,,,,,,,,,,,149.49495639052475,None,150.5061068821029,153.50956130516715,u,4.6163311309646815,150.5060512739292,None,153.49202265628264,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
tesilbengecsék,alszo_19,0,18,18,18,,,,,,,,,,,155.1615998352936,None,156.15618575359403,159.15940661003697,u,4.965656679996755,156.1562931134249,None,159.1419177223288,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
fortiklempelesz,alszo_20,0,19,19,19,,,,,,,,,,,161.15088344804826,None,162.16498602330975,165.17617085011443,u,5.276602030993672,162.16531357646454,None,165.1416530548886,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
abalamofálsag,alszo_21,0,20,20,20,,,,,,,,,,,167.47749269442284,None,168.47275287711236,171.4762356019055,u,5.529102842730936,168.4726929148601,None,171.45858592330478,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
sémernyegvőterec,alszo_22,0,21,21,21,,,,,,,,,,,174.0294524152123,None,175.0394310303469,178.05813415371813,u,6.29066610353766,175.03920996616944,None,178.02127198356902,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
hulukatánatalm,alszo_23,0,22,22,22,,,,,,,,,,,181.35980619251495,None,182.35596425401454,185.35838084490388,u,5.965572085959138,182.35612759520882,None,185.34105430316413,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
innécsésziderszil,alszo_24,0,23,23,23,,,,,,,,,,,188.36684180537122,None,189.37643352710583,192.39022117611603,u,7.024885891325539,189.37678160675569,None,192.35314503277186,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
dögeliztetmereni,alszo_25,0,24,24,24,,,,,,,,,,,196.4295965983183,None,197.4424946413288,200.45806996175088,u,5.406132944539422,197.45936904029804,None,200.45806996175088,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
kusztenirselemenég,alszo_26,0,25,25,25,,,,,,,,,,,202.9019215912558,None,203.91377838099433,206.92434336975566,u,6.856578556151362,203.9289182908542,None,206.92434336975566,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
intogszocolarásu,alszo_27,0,26,26,26,,,,,,,,,,,210.8240334818256,None,211.86616922044485,214.8758995893295,u,6.889188942062901,211.86422343278537,None,214.8414268901979,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
töminégeveltemérg,alszo_28,0,27,27,27,,,,,,,,,,,218.79146912501892,None,219.81481758163426,222.8258261293522,u,6.299894941650564,219.81353324482916,None,222.79064246694907,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
igyótanumazálubirc,alszo_29,0,28,28,28,,,,,,,,,,,226.14708293575677,None,227.17240442424662,230.1757693393738,u,6.31728928303346,227.17205964127788,None,230.15794269746402,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
polankilimapszilógis,alszo_30,0,29,29,29,,,,,,,,,,,233.53395269450266,None,234.55526591766392,237.55776436574524,u,6.102243110886775,234.55510462916573,None,237.53979559338768,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
elüsekéketésenim,alszo_31,0,30,30,30,,,,,,,,,,,240.68902417024947,None,241.69873220881854,244.70824132693815,u,8.091153514571488,241.70214744494297,None,244.69095428314176,None,005704,2022_Apr_12_1054,alszo_teszt,2021.1.2,59.93844638922188,
,,,,,,,,,,,,,,,,249.81816570233786,None,,,,,,,,,,,,,,
