szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,11.511940475553274,None,19.48553477274254,None,space,31.349762359634042,19.48553477274254,None,,,,,,,,,,,,,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
gáv,alszo_01,0,0,0,0,,,,,,,,,50.87563561974093,None,56.911960255820304,None,57.92222894662991,60.92870764946565,u,5.569691288750619,57.937927439343184,None,60.92870764946565,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,63.53250298695639,None,64.54169459985569,67.54189600795507,u,4.597748747561127,64.54150507273152,None,67.52443485427648,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,69.1750780469738,None,70.20488342512398,73.20811378862709,u,4.550111869350076,70.20494525320828,None,73.18987667327747,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,74.79886955302209,None,75.82131701325997,78.82313584210351,u,4.417756174691021,75.82532408414409,None,78.80519387219101,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,80.27303143683821,None,81.28818765878677,84.28945040749386,u,4.580058071296662,81.29530572844669,None,84.28945040749386,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,85.9143948154524,None,86.93806142117828,89.93980996217579,u,5.066997349727899,86.93626044411212,None,89.92185741802678,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,92.03696499858052,None,93.07264062631874,96.08141250442713,u,4.144202868454158,93.07468543201685,None,96.0616082274355,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,97.25204191356897,None,98.25537260733545,101.27703502494842,u,4.051611231639981,98.25514327129349,None,101.23221679870039,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,102.35315575264394,None,103.38013799944892,106.39139805547893,u,4.5759994350373745,103.37868472794071,None,106.35636036423966,None,417089,2022_Mar_09_1733,alszo_teszt,2021.1.2,59.98906701753326,
