szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,25.18817546730861,None,33.130199174862355,None,space,38.20688531268388,33.130199174862355,None,,,,,,,,,,,,,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
gáv,alszo_01,0,0,0,0,,,,,,,,,71.36423505097628,None,77.40457291621715,None,78.38920776043088,81.3957126494497,u,4.419248073361814,78.4055780894123,None,81.3957126494497,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,82.8649074472487,None,83.89530908744783,86.8961856905371,u,3.8735294830985367,83.89518393855542,None,86.87883929815143,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,87.81427681911737,None,88.82694424185902,91.82991702947766,u,4.063379410188645,88.82528862962499,None,91.81249350775033,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,92.93315068911761,None,93.96194535829127,96.96287545468658,u,4.396698229946196,93.96393194422126,None,96.9451580317691,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,98.40618424117565,None,99.4269981706515,102.43102558143437,u,4.150311348959804,99.426596225705,None,102.39614432677627,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,103.61489765066653,None,104.62677978174762,107.62898593815044,u,4.089040874503553,104.62376040546224,None,107.61160782305524,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,108.73428810248151,None,109.75983088705689,112.7628409950994,u,3.6848735101521015,109.76368289021775,None,112.74571013031527,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,113.48755693715066,None,114.49294829862193,117.51199241355062,u,3.5633088112808764,114.49311929009855,None,117.47427726723254,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,118.08309100707993,None,119.10415000943468,122.1137298210524,u,4.298336487729102,119.10209382046014,None,122.0787885421887,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
cselika,alszo_10,0,9,9,9,,,,,,,,,,,123.43166438909248,None,124.42902960330248,127.43998257117346,u,4.235529952216893,124.42890140647069,None,127.42076080897823,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
hübedin,alszo_11,0,10,10,10,,,,,,,,,,,128.7020538249053,None,129.71963888369498,132.7282841205597,u,4.030956040136516,129.721611474175,None,132.71052751038224,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
vazóga,alszo_12,0,11,11,11,,,,,,,,,,,133.7821234036237,None,134.80099105332044,137.81281695421785,u,4.72245523519814,134.80569148249924,None,137.79517137398943,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
tipebanér,alszo_13,0,12,12,12,,,,,,,,,,,139.57084729988128,None,140.576352800522,143.57964132213965,u,5.968095078598708,140.5840140748769,None,143.56209401972592,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
limefürék,alszo_14,0,13,13,13,,,,,,,,,,,146.585131210275,None,147.59614370465277,150.6129407971166,u,5.673861700575799,147.59812226658687,None,150.5771881020628,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
serkápanta,alszo_15,0,14,14,14,,,,,,,,,,,153.31104266177863,None,154.3351977347396,157.34529661620036,u,5.110670760273933,154.3373494646512,None,157.32776672998443,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
berszidelén,alszo_16,0,15,15,15,,,,,,,,,,,159.48146276315674,None,160.50929984319953,163.5118708102964,u,5.082512846216559,160.50936254207045,None,163.49409491755068,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
hápamarogány,alszo_17,0,16,16,16,,,,,,,,,,,165.63204997498542,None,166.66152792526407,169.66187550639734,u,4.8824149412103,166.66136545548216,None,169.64416896831244,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
gyilonitora,alszo_18,0,17,17,17,,,,,,,,,,,171.58897276362404,None,172.6116614403203,175.61167375650257,u,4.356279813684523,172.61150208069012,None,175.59405523352325,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
tesilbengecsék,alszo_19,0,18,18,18,,,,,,,,,,,176.99567825207487,None,178.00009522987528,181.0114879612811,u,4.598864950239658,178.0168341640383,None,181.0114879612811,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
fortiklempelesz,alszo_20,0,19,19,19,,,,,,,,,,,182.64793836837634,None,183.64234653189777,186.64436801243573,u,4.8772354372777045,183.65854804683477,None,186.64436801243573,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
abalamofálsag,alszo_21,0,20,20,20,,,,,,,,,,,188.57373561803252,None,189.59503658358005,192.6120883282274,u,5.162674793507904,189.59684931626543,None,192.5767956119962,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
sémernyegvőterec,alszo_22,0,21,21,21,,,,,,,,,,,194.7881880318746,None,195.80880789281798,198.8119536000304,u,5.986427983734757,195.81306918058544,None,198.7942458181642,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
hulukatánatalm,alszo_23,0,22,22,22,,,,,,,,,,,201.83194043813273,None,202.84214555965735,205.84472094289958,u,5.757435390260071,202.84202824812382,None,205.82712730020285,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
innécsésziderszil,alszo_24,0,23,23,23,,,,,,,,,,,208.62321800971404,None,209.62558700917288,212.64083497785032,u,6.430132370907813,209.6252743853256,None,212.60232583153993,None,496902,2022_Mar_22_1101,alszo_teszt,2021.1.2,59.97228335035479,
