szo,hangfajl,hangok.thisRepN,hangok.thisTrialN,hangok.thisN,hangok.thisIndex,inst_text.started,inst_text.stopped,space_inst.started,space_inst.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,fx_cross.started,fx_cross.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,22.73022613977082,None,30.69023056863807,None,space,20.387377322884277,30.69023056863807,None,,,,,,,,,,,,,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
gáv,alszo_01,0,0,0,0,,,,,,,,,51.1086884313263,None,57.126941153546795,None,58.10837947637774,61.12177345203236,u,3.8966465923003852,58.108750632964075,None,61.08805681229569,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
gyem,alszo_02,0,1,1,1,,,,,,,,,,,62.0440934067592,None,63.05139511767775,None,u,2.9218475341331214,63.051911514485255,None,None,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
Szan,alszo_03,0,2,2,2,,,,,,,,,,,66.00647984235547,None,67.01264730878174,None,u,2.60904235788621,67.01235788501799,None,None,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
dolk,alszo_04,0,3,3,3,,,,,,,,,,,69.64358752174303,None,70.6453075801488,None,u,2.8323918096721172,70.64535870985128,None,None,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
zomás,alszo_05,0,4,4,4,,,,,,,,,,,73.50985116418451,None,74.52064362391829,77.52312869857997,u,3.388607979984954,74.52083159680478,None,77.5055772983469,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
galonc,alszo_06,0,5,5,5,,,,,,,,,,,77.9484685366042,None,78.95393436998128,81.957232729299,u,3.1313814083114266,78.95398456649855,None,81.93976467917673,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
Gabam,alszo_07,0,6,6,6,,,,,,,,,,,82.11211884464137,None,83.11806269655935,86.1222147718072,u,3.6232516712043434,83.11843727412634,None,86.10413683578372,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
ardul,alszo_08,0,7,7,7,,,,,,,,,,,86.77070190664381,None,87.77051051254384,None,u,2.826727429172024,87.7705432928633,None,None,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
tarembik,alszo_09,0,8,8,8,,,,,,,,,,,90.62676232424565,None,91.63731904015876,94.64019505144097,u,3.2481009878683835,91.63717952230945,None,94.62275374797173,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
cselika,alszo_10,0,9,9,9,,,,,,,,,,,94.91472421702929,None,95.92040868885815,98.92294725682586,u,3.1088078583125025,95.92055965191685,None,98.90540954098105,None,093503,2022_Apr_22_1357,alszo_teszt,2021.1.2,60.0454539858564,
